acceleration,firstpost_date,highlight,influential,medium_thumbnail,metrics,momentum,peak,score,small_thumbnail,title,trackback_date,trackback_total,type,url
54,"Aug 07, 2012 19:31 (UTC)",NEON CEO Russ Lea suggests research universities manage data at #esa2012 data sharing workshop http://t.co/Ll4LBSER,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzuBR8bCMAAN3l-.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,7.35646,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzuBR8bCMAAN3l-.jpg%3Asmall,NEON CEO Russ Lea suggests research universities manage data at #esa2012 data sharing workshop,"Aug 07, 2012 19:31 (UTC)",1,image,http://p.twimg.com/AzuBR8bCMAAN3l-.jpg
50,"Aug 06, 2012 20:55 (UTC)","Pues aqui, tu sae&#39; janguiando con Thor. #esa2012 http://t.co/UCZ1KRTD",0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzpLAMMCcAAiWx6.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,7.34826,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzpLAMMCcAAiWx6.jpg%3Asmall,"Pues aqui, tu sae' janguiando con Thor. #esa2012","Aug 06, 2012 20:55 (UTC)",1,image,http://p.twimg.com/AzpLAMMCcAAiWx6.jpg
50,"Aug 06, 2012 20:13 (UTC)",Come by the ESA Microbial Ecology Section booth and &quot;put a microbe on it!&quot; to support student travel awards. #ESA2012 http://t.co/QeMkAC40,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzpBXOCCEAEXD06.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,7.34115,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzpBXOCCEAEXD06.jpg%3Asmall,Come by the ESA Microbial Ecology Section booth and &quot;put a microbe on it!&quot; to support student travel awards. #ESA2012,"Aug 06, 2012 20:13 (UTC)",2,image,http://p.twimg.com/AzpBXOCCEAEXD06.jpg
57,"Aug 08, 2012 18:03 (UTC)",Ditto #esa2012 #esasocial http://t.co/6amoFzn1,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azy2r5hCUAAzeTy.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,7.25684,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azy2r5hCUAAzeTy.jpg%3Asmall,Ditto #esa2012 #esasocial,"Aug 08, 2012 18:03 (UTC)",1,image,http://p.twimg.com/Azy2r5hCUAAzeTy.jpg
50,"Aug 06, 2012 01:49 (UTC)",One last ride and one more day of work before #ESA2012. #HWY89 #LoganCanyon http://t.co/oKGIcki4,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzlEgN3CUAAtV7u.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,7.20112,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzlEgN3CUAAtV7u.jpg%3Asmall,One last ride and one more day of work before #ESA2012. #HWY89 #LoganCanyon,"Aug 06, 2012 01:49 (UTC)",1,image,http://p.twimg.com/AzlEgN3CUAAtV7u.jpg
54,"Aug 06, 2012 22:59 (UTC)",We&#39;re here! #esa2012 http://t.co/hCSTcnDb,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzpnR0xCUAAzjnP.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,7.07915,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzpnR0xCUAAzjnP.jpg%3Asmall,We're here! #esa2012,"Aug 06, 2012 22:59 (UTC)",1,image,http://p.twimg.com/AzpnR0xCUAAzjnP.jpg
47,"Aug 05, 2012 18:25 (UTC)",#esa2012 http://t.co/NQ5FSMxw,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzjfAjeCUAAO6ut.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,16,7.04359,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzjfAjeCUAAO6ut.jpg%3Asmall,esa2012,"Aug 05, 2012 18:25 (UTC)",1,image,http://p.twimg.com/AzjfAjeCUAAO6ut.jpg
50,"Aug 06, 2012 13:08 (UTC)",http://t.co/ibvueosW on my way to #esa2012 I hope to see lots of #scio13 and #sosea ppl! Will be tweeting for @uw_coenv,0,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/thumb/ag65p4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,7.01789,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/mini/ag65p4,on my way to #esa2012 I hope to see lots of #scio13 and #sosea ppl! Will be tweeting for,"Aug 06, 2012 14:38 (UTC)",2,image,http://twitpic.com/ag65p4
54,"Aug 07, 2012 01:02 (UTC)",EREN team meeting at posters at #esa2012 http://t.co/oJQ61hmQ,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzqDhaZCYAA2CkF.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,6.90101,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzqDhaZCYAA2CkF.jpg%3Asmall,EREN team meeting at posters at #esa2012,"Aug 07, 2012 01:02 (UTC)",1,image,http://p.twimg.com/AzqDhaZCYAA2CkF.jpg
57,"Aug 08, 2012 16:50 (UTC)",Carolyn Thomas discussing Smith Mountain Lake Project at #ESA2012 session http://t.co/8OwmVzSy,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzymCpRCUAA9v85.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,6.8716,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzymCpRCUAA9v85.jpg%3Asmall,Carolyn Thomas discussing Smith Mountain Lake Project at #ESA2012 session,"Aug 08, 2012 16:50 (UTC)",1,image,http://p.twimg.com/AzymCpRCUAA9v85.jpg
50,"Aug 06, 2012 15:10 (UTC)",Past and future chairs of ESA Education Section meet for breakfast #esa2012 http://t.co/p0qHjMEL,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azn77bFCQAAGp6C.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,6.85652,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azn77bFCQAAGp6C.jpg%3Asmall,Past and future chairs of ESA Education Section meet for breakfast #esa2012,"Aug 06, 2012 15:10 (UTC)",1,image,http://p.twimg.com/Azn77bFCQAAGp6C.jpg
50,"Aug 06, 2012 17:21 (UTC)",Hm suddenly got pretty crowded in here. First day #ESA2012 http://t.co/wMxcBBQY,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzoZ0ZICUAEM7_O.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,6.84957,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzoZ0ZICUAEM7_O.jpg%3Asmall,Hm suddenly got pretty crowded in here. First day #ESA2012,"Aug 06, 2012 17:21 (UTC)",1,image,http://p.twimg.com/AzoZ0ZICUAEM7_O.jpg
50,"Aug 06, 2012 17:02 (UTC)",J. Franklin..Plenary on NW Forests at #esa2012 http://t.co/WTPVePqL,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzoVcrSCAAA9FJ2.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,6.84936,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzoVcrSCAAA9FJ2.jpg%3Asmall,J. Franklin..Plenary on NW Forests at #esa2012,"Aug 06, 2012 17:02 (UTC)",1,image,http://p.twimg.com/AzoVcrSCAAA9FJ2.jpg
50,"Aug 06, 2012 15:19 (UTC)","Opening Plenary by president of ESA, Steward Pickett #esa2012 http://t.co/mDSGorbk",0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azn97sOCcAE8Eu1.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,6.84487,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azn97sOCcAE8Eu1.jpg%3Asmall,"Opening Plenary by president of ESA, Steward Pickett #esa2012","Aug 06, 2012 15:19 (UTC)",1,image,http://p.twimg.com/Azn97sOCcAE8Eu1.jpg
57,"Aug 08, 2012 19:10 (UTC)",@JocelynTutak I see. IMO it seems bit isolated for a sustainability themed event #ESA2012 @ESA_org  http://t.co/wQz9Q2fC,0,https://sis-tunnel.topsy.com/http%3A//cdn1.topsy.com/imgsrv/r%3Fc%3D1%26s%3D1%26h%3D150%26w%3D150%26u%3Dhttp%3A//lockerz.com/s/232565258,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,6.83928,https://sis-tunnel.topsy.com/http%3A//cdn.topsy.com/imgsrv/r%3Fc%3D1%26s%3D1%26h%3D75%26w%3D75%26u%3Dhttp%3A//lockerz.com/s/232565258,I see. IMO it seems bit isolated for a sustainability themed event #ESA2012,"Aug 08, 2012 19:10 (UTC)",1,image,http://lockerz.com/s/232565258
57,"Aug 08, 2012 02:25 (UTC)",ecologists go to town at Powell&#39;s books #esa2012 http://t.co/FP6Wv7Pn,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azvf_ESCQAEBRVv.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,6.82406,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azvf_ESCQAEBRVv.jpg%3Asmall,ecologists go to town at Powell's books #esa2012,"Aug 08, 2012 02:25 (UTC)",1,image,http://p.twimg.com/Azvf_ESCQAEBRVv.jpg
60,"Aug 09, 2012 03:14 (UTC)",Herbivory in action at voodoo donuts #esa2012 http://t.co/TwvvTm8I,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az00z0HCIAE9ahT.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,12,6.80267,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az00z0HCIAE9ahT.jpg%3Asmall,Herbivory in action at voodoo donuts #esa2012,"Aug 09, 2012 03:14 (UTC)",1,image,http://p.twimg.com/Az00z0HCIAE9ahT.jpg
50,"Aug 06, 2012 17:09 (UTC)",Standing ovation for Franklin. Amazing talk! #esa2012 http://t.co/s0iiUE7K,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzoXF_mCEAA-oFo.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,6.78745,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzoXF_mCEAA-oFo.jpg%3Asmall,Standing ovation for Franklin. Amazing talk! #esa2012,"Aug 06, 2012 17:09 (UTC)",1,image,http://p.twimg.com/AzoXF_mCEAA-oFo.jpg
54,"Aug 07, 2012 00:31 (UTC)",Nurse log ftw!  http://t.co/wOQtsv4s #esa2012,0,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/thumb/agcno2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,6.78447,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/mini/agcno2,Nurse log ftw!   #esa2012,"Aug 07, 2012 00:31 (UTC)",1,image,http://twitpic.com/agcno2
72,"Aug 11, 2012 22:04 (UTC)",.@EarlyCareerEcol hh at #ESA2012. Incredible bunch! @kelly_sierra @msanclem @ATredennick @Wkolby http://t.co/ZjNvHUi9,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/A0DKlumCUAIrUGe.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,8,6.77586,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/A0DKlumCUAIrUGe.jpg%3Asmall,hh at #ESA2012. Incredible bunch!,"Aug 11, 2012 22:04 (UTC)",2,image,http://p.twimg.com/A0DKlumCUAIrUGe.jpg
57,"Aug 08, 2012 15:07 (UTC)","Kathy Shea, EREN leadership team member at ESA fun run in Portland. #ESA2012 http://t.co/CWfSqHtW",0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzyOaPeCcAMvPsi.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,6.74714,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzyOaPeCcAMvPsi.jpg%3Asmall,"Kathy Shea, EREN leadership team member at ESA fun run in Portland. #ESA2012","Aug 08, 2012 15:07 (UTC)",1,image,http://p.twimg.com/AzyOaPeCcAMvPsi.jpg
54,"Aug 07, 2012 01:14 (UTC)",Forget giving a mouse a cookie. Careful when you offer an ecologist a beer. #esa2012 http://t.co/kzOe7VVQ,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzqGPhBCUAATeu8.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,6.74628,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzqGPhBCUAATeu8.jpg%3Asmall,Forget giving a mouse a cookie. Careful when you offer an ecologist a beer. #esa2012,"Aug 07, 2012 01:14 (UTC)",1,image,http://p.twimg.com/AzqGPhBCUAATeu8.jpg
57,"Aug 08, 2012 04:57 (UTC)",Carolyn Thomas discusses Smith Mountain Lake poster during #ESA2012 http://t.co/ZGIUoPKm,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzwC6aTCAAA-iB7.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,6.71642,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzwC6aTCAAA-iB7.jpg%3Asmall,Carolyn Thomas discusses Smith Mountain Lake poster during #ESA2012,"Aug 08, 2012 04:57 (UTC)",1,image,http://p.twimg.com/AzwC6aTCAAA-iB7.jpg
60,"Aug 09, 2012 02:41 (UTC)",EREN table at Diversity Mixer at #ESA2012. @ESA_org http://t.co/hqJzwvSU,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az0tO5UCIAA0uQT.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,12,6.7094,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az0tO5UCIAA0uQT.jpg%3Asmall,EREN table at Diversity Mixer at #ESA2012.,"Aug 09, 2012 02:41 (UTC)",1,image,http://p.twimg.com/Az0tO5UCIAA0uQT.jpg
60,"Aug 08, 2012 22:19 (UTC)","Round n of &quot; #ESA2012 or just #PDX ?&quot; Poster, with post facto annotations, in the men&#39;s room at http://t.co/oHxIf4zC http://t.co/TRyS3abD",0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzzxUuiCAAAc5iL.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,12,6.70599,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzzxUuiCAAAc5iL.jpg%3Asmall,"Round n of &quot; #ESA2012 or just #PDX ?&quot; Poster, with post facto annotations, in the men's room at","Aug 08, 2012 22:19 (UTC)",1,image,http://p.twimg.com/AzzxUuiCAAAc5iL.jpg
50,"Aug 06, 2012 17:19 (UTC)",Goddamn that&#39;s a lot of coffee. #ESA2012 http://t.co/qCFpRdu4,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzoZab9CIAAoJZa.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,6.7026,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzoZab9CIAAoJZa.jpg%3Asmall,Goddamn that's a lot of coffee. #ESA2012,"Aug 06, 2012 17:19 (UTC)",1,image,http://p.twimg.com/AzoZab9CIAAoJZa.jpg
50,"Aug 06, 2012 01:45 (UTC)",@kelly_sierra my pre- #ESA2012 fuel! http://t.co/aBsjUKM3,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzlDoU6CIAE7n2a.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,6.69435,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzlDoU6CIAE7n2a.jpg%3Asmall,my pre- #ESA2012 fuel!,"Aug 06, 2012 01:45 (UTC)",1,image,http://p.twimg.com/AzlDoU6CIAE7n2a.jpg
60,"Aug 09, 2012 09:27 (UTC)",Benefit from a special 20% ESA conference discount on our print books and eBooks. Just drop by our booth at #ESA2012 http://t.co/91rjOeJC,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az2KGsACAAAjzwn.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,12,6.69119,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az2KGsACAAAjzwn.jpg%3Asmall,Benefit from a special 20% ESA conference discount on our print books and eBooks. Just drop by our booth at #ESA2012,"Aug 09, 2012 09:27 (UTC)",1,image,http://p.twimg.com/Az2KGsACAAAjzwn.jpg
64,"Aug 10, 2012 05:44 (UTC)",Anzen curry ball across from #esa2012 awesome.  Seaweed salad yummy too. http://t.co/a8lXG0jR,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az6gqDRCMAEIki_.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,11,6.68821,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az6gqDRCMAEIki_.jpg%3Asmall,Anzen curry ball across from #esa2012 awesome.  Seaweed salad yummy too.,"Aug 10, 2012 05:44 (UTC)",1,image,http://p.twimg.com/Az6gqDRCMAEIki_.jpg
54,"Aug 07, 2012 02:13 (UTC)",Love the NTL-LTER art at the Ecological Reflections booth. I miss Trout Lake! #ESA2012 http://t.co/09qI1JFW,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzqTp2BCQAA80nl.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,6.67779,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzqTp2BCQAA80nl.jpg%3Asmall,Love the NTL-LTER art at the Ecological Reflections booth. I miss Trout Lake! #ESA2012,"Aug 07, 2012 02:13 (UTC)",1,image,http://p.twimg.com/AzqTp2BCQAA80nl.jpg
57,"Aug 08, 2012 02:13 (UTC)",Eight (!) #esa2012students and their travel awards from the Student Section #ESA2012 http://t.co/VD0Wrfh2,0,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/thumb/agr1ei,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,6.67288,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/mini/agr1ei,Eight (!) #esa2012students and their travel awards from the Student Section #ESA2012,"Aug 08, 2012 02:13 (UTC)",1,image,http://twitpic.com/agr1ei
54,"Aug 07, 2012 00:16 (UTC)","Turtlpop poster. David Bowne, EREN member discussing data at #esa2012 http://t.co/quw2pCTm",0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azp468UCcAAz1Dt.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,6.67248,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azp468UCcAAz1Dt.jpg%3Asmall,"Turtlpop poster. David Bowne, EREN member discussing data at #esa2012","Aug 07, 2012 00:16 (UTC)",1,image,http://p.twimg.com/Azp468UCcAAz1Dt.jpg
64,"Aug 10, 2012 18:35 (UTC)",One last talk tweet: Colin Quinn on the fate of research. #ESA2012 http://t.co/9YEP8639,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az9RPVUCAAAVu0o.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,11,6.65082,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az9RPVUCAAAVu0o.jpg%3Asmall,One last talk tweet: Colin Quinn on the fate of research. #ESA2012,"Aug 10, 2012 18:35 (UTC)",1,image,http://p.twimg.com/Az9RPVUCAAAVu0o.jpg
54,"Aug 07, 2012 02:50 (UTC)",#esa2012students mixer going strong at PSU conference center #ESA2012 http://t.co/Mtvd2AeN,0,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/thumb/agdwyu,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,6.62684,https://sis-tunnel.topsy.com/http%3A//twitpic.com/show/mini/agdwyu,esa2012students mixer going strong at PSU conference center #ESA2012,"Aug 07, 2012 02:50 (UTC)",1,image,http://twitpic.com/agdwyu
64,"Aug 10, 2012 02:11 (UTC)","Gave out 300 &quot;I heart microbes&quot; pins, and 200 stickers.That&#39;s a lot of microbe lovers! More stickers tonight! #ESA2012 http://t.co/vlI2PDMk",0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az5wGMJCMAEGp8O.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,11,6.62261,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Az5wGMJCMAEGp8O.jpg%3Asmall,"Gave out 300 &quot;I heart microbes&quot; pins, and 200 stickers.That's a lot of microbe lovers! More stickers tonight! #ESA2012","Aug 10, 2012 02:11 (UTC)",1,image,http://p.twimg.com/Az5wGMJCMAEGp8O.jpg
50,"Aug 05, 2012 23:46 (UTC)",Capturing the lessons learned to wrap up the workshop Science Beyond the Field: a Policy (dis)Orientation. #ESA2012 http://t.co/VpwzvMBM,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzkobtTCQAIRDdC.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,6.62089,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzkobtTCQAIRDdC.jpg%3Asmall,Capturing the lessons learned to wrap up the workshop Science Beyond the Field: a Policy (dis)Orientation. #ESA2012,"Aug 05, 2012 23:46 (UTC)",1,image,http://p.twimg.com/AzkobtTCQAIRDdC.jpg
54,"Aug 07, 2012 00:16 (UTC)","RBAST poster. Jeff Simmons, Craig Zimmerman and Carolyn Thomas, EREN members, at #esa2012 http://t.co/QKxa7gL8",0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azp45hwCcAAFY_j.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,14,6.58776,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/Azp45hwCcAAFY_j.jpg%3Asmall,"RBAST poster. Jeff Simmons, Craig Zimmerman and Carolyn Thomas, EREN members, at #esa2012","Aug 07, 2012 00:16 (UTC)",1,image,http://p.twimg.com/Azp45hwCcAAFY_j.jpg
57,"Aug 08, 2012 20:17 (UTC)",#pinkscience is pretty much happening. One roommate down. Two (males) to go. #esa2012 http://t.co/tI78Ye5E,0,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzzVa0ECcAAK3A0.jpg%3Athumb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13,6.58498,https://sis-tunnel.topsy.com/http%3A//p.twimg.com/AzzVa0ECcAAK3A0.jpg%3Asmall,pinkscience is pretty much happening. One roommate down. Two (males) to go. #esa2012,"Aug 08, 2012 20:17 (UTC)",1,image,http://p.twimg.com/AzzVa0ECcAAK3A0.jpg
